Date,Open,High,Low,Close,Gain,% Gain
7/28/2011,1304.84,1316.32,1299.16,1300.67,-4.17,-0.0032
7/29/2011,1300.12,1304.16,1282.86,1292.28,-7.84,-0.0060
8/1/2011,1292.59,1307.38,1274.73,1286.94,-5.65,-0.0044
8/2/2011,1286.56,1286.56,1254.03,1254.05,-32.51,-0.0253
8/3/2011,1254.25,1261.20,1234.56,1260.34,6.09,0.0049
8/4/2011,1260.23,1260.23,1199.54,1200.07,-60.16,-0.0477
8/5/2011,1200.28,1218.11,1168.09,1199.38,-0.90,-0.0007
8/8/2011,1198.48,1198.48,1119.28,1119.46,-79.02,-0.0659
8/9/2011,1120.23,1172.88,1101.54,1172.53,52.30,0.0467
8/10/2011,1171.77,1171.77,1118.01,1120.76,-51.01,-0.0435
8/11/2011,1121.30,1186.29,1121.30,1172.64,51.34,0.0458
8/12/2011,1172.87,1189.04,1170.74,1178.81,5.94,0.0051
8/15/2011,1178.86,1204.49,1178.86,1204.49,25.63,0.0217
8/16/2011,1204.22,1204.22,1180.53,1192.76,-11.46,-0.0095
8/17/2011,1192.89,1208.47,1184.36,1193.89,1.00,0.0008
8/18/2011,1189.62,1189.62,1131.03,1140.65,-48.97,-0.0412
8/19/2011,1140.47,1154.54,1122.05,1123.53,-16.94,-0.0149
8/22/2011,1123.55,1145.49,1121.09,1123.82,0.27,0.0002
8/23/2011,1124.36,1162.35,1124.36,1162.35,37.99,0.0338
8/24/2011,1162.16,1178.56,1156.30,1177.60,15.44,0.0133
8/25/2011,1176.69,1190.68,1155.47,1159.27,-17.42,-0.0148
8/26/2011,1158.85,1181.23,1135.91,1176.80,17.95,0.0155
8/29/2011,1177.91,1210.28,1177.91,1210.08,32.17,0.0273
8/30/2011,1209.76,1220.10,1195.77,1212.92,3.16,0.0026
8/31/2011,1213.00,1230.71,1209.35,1218.89,5.89,0.0049
9/1/2011,1219.12,1229.29,1203.85,1204.42,-14.70,-0.0121
9/2/2011,1203.90,1203.90,1170.56,1173.97,-29.93,-0.0249
9/6/2011,1173.97,1173.97,1140.13,1165.24,-8.73,-0.0074
9/7/2011,1165.85,1198.62,1165.85,1198.62,32.77,0.0281
9/8/2011,1197.98,1204.40,1183.34,1185.90,-12.08,-0.0101
9/9/2011,1185.37,1185.37,1148.37,1154.23,-31.14,-0.0263
9/12/2011,1153.50,1162.52,1136.07,1162.27,8.77,0.0076
9/13/2011,1162.59,1176.41,1157.44,1172.87,10.28,0.0088
9/14/2011,1173.32,1202.38,1162.73,1188.68,15.36,0.0131
9/15/2011,1189.44,1209.11,1189.44,1209.11,19.67,0.0165
9/16/2011,1209.21,1220.06,1204.46,1216.01,6.80,0.0056
9/19/2011,1214.99,1214.99,1188.36,1204.09,-10.90,-0.0090
9/20/2011,1204.50,1220.39,1201.29,1202.09,-2.41,-0.0020
9/21/2011,1203.63,1206.30,1166.21,1166.76,-36.87,-0.0306
9/22/2011,1164.55,1164.55,1114.22,1129.56,-34.99,-0.0300
9/23/2011,1128.82,1141.72,1121.36,1136.43,7.61,0.0067
9/26/2011,1136.91,1164.19,1131.07,1162.95,26.04,0.0229
9/27/2011,1163.32,1195.86,1163.32,1175.38,12.06,0.0104
9/28/2011,1175.39,1184.71,1150.40,1151.06,-24.33,-0.0207
9/29/2011,1151.74,1175.87,1139.93,1160.40,8.66,0.0075
9/30/2011,1159.93,1159.93,1131.34,1131.42,-28.51,-0.0246
10/3/2011,1131.21,1138.99,1098.92,1099.23,-31.98,-0.0283
10/4/2011,1097.42,1125.12,1074.77,1123.95,26.53,0.0242
10/5/2011,1124.03,1146.07,1115.68,1144.03,20.00,0.0178
10/6/2011,1144.11,1165.55,1134.95,1164.97,20.86,0.0182
10/7/2011,1165.03,1171.40,1150.26,1155.46,-9.57,-0.0082
10/10/2011,1158.15,1194.91,1158.15,1194.89,36.74,0.0317
10/11/2011,1194.60,1199.24,1187.30,1195.54,0.94,0.0008
10/12/2011,1196.19,1220.25,1196.19,1207.25,11.06,0.0092
10/13/2011,1206.96,1207.46,1190.58,1203.66,-3.30,-0.0027
10/14/2011,1205.65,1224.61,1205.65,1224.58,18.93,0.0157
10/17/2011,1224.47,1224.47,1198.55,1200.86,-23.61,-0.0193
10/18/2011,1200.75,1233.10,1191.48,1225.38,24.63,0.0205
10/19/2011,1223.46,1229.64,1206.31,1209.88,-13.58,-0.0111
10/20/2011,1209.92,1219.53,1197.34,1215.39,5.47,0.0045
10/21/2011,1215.39,1239.03,1215.39,1238.25,22.86,0.0188
10/24/2011,1238.72,1256.55,1238.72,1254.19,15.47,0.0125
10/25/2011,1254.19,1254.19,1226.79,1229.05,-25.14,-0.0200
10/26/2011,1229.17,1246.28,1221.06,1242.00,12.83,0.0104
10/27/2011,1243.97,1292.66,1243.97,1284.59,40.62,0.0327
10/28/2011,1284.39,1287.08,1277.01,1285.09,0.70,0.0005
10/31/2011,1284.96,1284.96,1253.16,1253.30,-31.66,-0.0246
11/1/2011,1251.00,1251.00,1215.42,1218.28,-32.72,-0.0262
11/2/2011,1219.62,1242.48,1219.62,1237.90,18.28,0.0150
11/3/2011,1238.25,1263.21,1234.81,1261.15,22.90,0.0185
11/4/2011,1260.82,1260.82,1238.92,1253.23,-7.59,-0.0060
11/7/2011,1253.21,1261.70,1240.75,1261.12,7.91,0.0063
11/8/2011,1261.12,1277.55,1254.99,1275.92,14.80,0.0117
11/9/2011,1275.18,1275.18,1226.64,1229.10,-46.08,-0.0361
11/10/2011,1229.59,1246.22,1227.70,1239.70,10.11,0.0082
11/11/2011,1240.12,1266.98,1240.12,1263.85,23.73,0.0191
11/14/2011,1263.85,1263.85,1246.68,1251.78,-12.07,-0.0096
11/15/2011,1251.70,1264.25,1244.34,1257.81,6.11,0.0049
11/16/2011,1257.81,1259.61,1235.67,1236.91,-20.90,-0.0166
11/17/2011,1236.56,1237.73,1209.43,1216.13,-20.43,-0.0165
11/18/2011,1216.19,1223.51,1211.36,1215.65,-0.54,-0.0004
11/21/2011,1215.62,1215.62,1183.16,1192.98,-22.64,-0.0186
11/22/2011,1192.98,1196.81,1181.65,1188.04,-4.94,-0.0041
11/23/2011,1187.48,1187.48,1161.79,1161.79,-25.69,-0.0216
11/25/2011,1161.41,1172.66,1158.66,1158.67,-2.74,-0.0024
11/28/2011,1158.67,1197.35,1158.67,1192.55,33.88,0.0292
11/29/2011,1192.56,1203.67,1191.80,1195.19,2.63,0.0022
11/30/2011,1196.72,1247.11,1196.72,1246.96,50.24,0.0420
12/1/2011,1246.91,1251.09,1239.73,1244.58,-2.33,-0.0019
12/2/2011,1246.03,1260.08,1243.35,1244.28,-1.75,-0.0014
12/5/2011,1244.33,1266.73,1244.33,1257.08,12.75,0.0102
12/6/2011,1257.19,1266.03,1253.03,1258.47,1.28,0.0010
12/7/2011,1258.14,1267.06,1244.80,1261.01,2.87,0.0023
12/8/2011,1260.87,1260.87,1231.47,1234.35,-26.52,-0.0210
12/9/2011,1234.48,1258.25,1234.48,1255.19,20.71,0.0168
12/12/2011,1255.05,1255.05,1227.25,1236.47,-18.58,-0.0148
12/13/2011,1236.83,1249.86,1219.43,1225.73,-11.10,-0.0090
12/14/2011,1225.73,1225.73,1209.47,1211.82,-13.91,-0.0113
12/15/2011,1212.12,1225.60,1212.12,1215.75,3.63,0.0030
12/16/2011,1216.09,1231.04,1215.20,1219.66,3.57,0.0029
12/19/2011,1219.74,1224.57,1202.37,1205.35,-14.39,-0.0118
12/20/2011,1205.72,1242.82,1205.72,1241.30,35.58,0.0295
12/21/2011,1241.25,1245.09,1229.51,1243.72,2.47,0.0020
12/22/2011,1243.72,1255.22,1243.72,1254.00,10.28,0.0083
12/23/2011,1254.00,1265.42,1254.00,1265.33,11.33,0.0090
12/27/2011,1265.02,1269.37,1262.30,1265.43,0.41,0.0003
12/28/2011,1265.38,1265.85,1248.64,1249.64,-15.74,-0.0124
12/29/2011,1249.75,1263.54,1249.75,1263.02,13.27,0.0106
12/30/2011,1262.82,1264.12,1257.46,1257.60,-5.22,-0.0041
1/3/2012,1258.86,1284.62,1258.86,1277.06,18.20,0.0145
1/4/2012,1277.03,1278.73,1268.10,1277.30,0.27,0.0002
1/5/2012,1277.30,1283.05,1265.26,1281.06,3.76,0.0029
1/6/2012,1280.93,1281.84,1273.34,1277.81,-3.12,-0.0024
1/9/2012,1277.83,1281.99,1274.55,1280.70,2.87,0.0022
1/10/2012,1280.77,1296.46,1280.77,1292.08,11.31,0.0088
1/11/2012,1292.02,1293.80,1285.41,1292.48,0.46,0.0004
1/12/2012,1292.48,1296.82,1285.77,1295.50,3.02,0.0023
1/13/2012,1294.82,1294.82,1277.58,1289.09,-5.73,-0.0044
1/17/2012,1290.22,1303.00,1290.22,1293.67,3.45,0.0027
1/18/2012,1293.65,1308.11,1290.99,1308.04,14.39,0.0111
1/19/2012,1308.07,1315.49,1308.07,1314.50,6.43,0.0049
1/20/2012,1314.49,1315.38,1309.17,1315.38,0.89,0.0007
1/23/2012,1315.29,1322.28,1309.89,1316.00,0.71,0.0005
1/24/2012,1315.96,1315.96,1306.06,1314.65,-1.31,-0.0010
1/25/2012,1314.40,1328.30,1307.65,1326.06,11.66,0.0089
1/26/2012,1326.28,1333.47,1313.60,1318.43,-7.85,-0.0059
1/27/2012,1318.25,1320.06,1311.72,1316.33,-1.92,-0.0015
1/30/2012,1316.16,1316.16,1300.49,1313.01,-3.15,-0.0024
1/31/2012,1313.53,1321.41,1306.69,1312.41,-1.12,-0.0009
2/1/2012,1312.45,1330.52,1312.45,1324.09,11.64,0.0089
2/2/2012,1324.24,1329.19,1321.57,1325.54,1.30,0.0010
2/3/2012,1326.21,1345.34,1326.21,1344.90,18.69,0.0141
2/6/2012,1344.32,1344.36,1337.52,1344.33,0.01,0.0000
2/7/2012,1344.33,1349.24,1335.92,1347.05,2.72,0.0020
2/8/2012,1347.04,1351.00,1341.95,1349.96,2.92,0.0022
2/9/2012,1349.97,1354.32,1344.63,1351.95,1.98,0.0015
2/10/2012,1351.21,1351.21,1337.35,1342.64,-8.57,-0.0063
2/13/2012,1343.06,1353.35,1343.06,1351.77,8.71,0.0065
2/14/2012,1351.30,1351.30,1340.83,1350.50,-0.80,-0.0006
2/15/2012,1350.52,1355.87,1340.80,1343.23,-7.29,-0.0054
2/16/2012,1342.61,1359.02,1341.22,1358.04,15.43,0.0115
2/17/2012,1358.06,1363.40,1357.24,1361.23,3.17,0.0023
2/21/2012,1361.22,1367.76,1358.11,1362.21,0.99,0.0007
2/22/2012,1362.11,1362.70,1355.53,1357.66,-4.45,-0.0033
2/23/2012,1357.53,1364.24,1352.28,1363.46,5.93,0.0044
2/24/2012,1363.46,1368.92,1363.46,1365.74,2.28,0.0017
2/27/2012,1365.20,1371.94,1354.92,1367.59,2.39,0.0018
2/28/2012,1367.56,1373.09,1365.97,1372.18,4.62,0.0034
2/29/2012,1372.20,1378.04,1363.81,1365.68,-6.52,-0.0048
3/1/2012,1365.90,1376.17,1365.90,1374.09,8.19,0.0060
3/2/2012,1374.09,1374.53,1366.42,1369.63,-4.46,-0.0032
3/5/2012,1369.59,1369.59,1359.13,1364.33,-5.26,-0.0038
3/6/2012,1363.63,1363.63,1340.03,1343.36,-20.27,-0.0149
3/7/2012,1343.39,1354.85,1343.39,1352.63,9.24,0.0069
3/8/2012,1352.65,1368.72,1352.65,1365.91,13.26,0.0098
3/9/2012,1365.97,1374.76,1365.97,1370.87,4.90,0.0036
3/12/2012,1370.78,1373.04,1366.69,1371.09,0.31,0.0002
3/13/2012,1371.92,1396.13,1371.92,1395.95,24.03,0.0175
3/14/2012,1395.95,1399.42,1389.97,1394.28,-1.67,-0.0012
3/15/2012,1394.17,1402.63,1392.78,1402.60,8.43,0.0060
3/16/2012,1402.55,1405.88,1401.47,1404.17,1.62,0.0012
3/19/2012,1404.17,1414.00,1402.43,1409.75,5.58,0.0040
3/20/2012,1409.59,1409.59,1397.68,1405.52,-4.07,-0.0029
3/21/2012,1405.52,1407.75,1400.64,1402.89,-2.63,-0.0019
3/22/2012,1402.89,1402.89,1388.73,1392.78,-10.11,-0.0072
3/23/2012,1392.78,1399.18,1386.87,1397.11,4.33,0.0031
3/26/2012,1397.11,1416.58,1397.11,1416.51,19.40,0.0139
3/27/2012,1416.55,1419.15,1411.95,1412.52,-4.03,-0.0028
3/28/2012,1412.52,1413.65,1397.20,1405.54,-6.98,-0.0049
3/29/2012,1405.39,1405.39,1391.56,1403.28,-2.11,-0.0015
3/30/2012,1403.31,1410.89,1401.42,1408.47,5.16,0.0037
4/2/2012,1408.47,1422.38,1404.46,1419.04,10.57,0.0075
4/3/2012,1418.98,1419.00,1404.62,1413.38,-5.60,-0.0039
4/4/2012,1413.09,1413.09,1394.09,1398.96,-14.13,-0.0100
4/5/2012,1398.79,1401.60,1392.92,1398.08,-0.71,-0.0005
4/9/2012,1397.45,1397.45,1378.24,1382.20,-15.25,-0.0109
4/10/2012,1382.18,1383.01,1357.38,1358.59,-23.59,-0.0171
4/11/2012,1358.98,1374.71,1358.98,1368.71,9.73,0.0072
4/12/2012,1368.77,1388.13,1368.77,1387.57,18.80,0.0137
4/13/2012,1387.61,1387.61,1369.85,1370.26,-17.35,-0.0125
4/16/2012,1370.27,1379.66,1365.38,1369.57,-0.70,-0.0005
4/17/2012,1369.57,1392.76,1369.57,1390.78,21.21,0.0155
4/18/2012,1390.78,1390.78,1383.29,1385.14,-5.64,-0.0041
4/19/2012,1385.08,1390.46,1370.30,1376.92,-8.16,-0.0059
4/20/2012,1376.96,1387.40,1376.96,1378.53,1.57,0.0011
4/23/2012,1378.53,1378.53,1358.79,1366.94,-11.59,-0.0084
4/24/2012,1366.97,1375.57,1366.82,1371.97,5.00,0.0037
4/25/2012,1372.11,1391.37,1372.11,1390.69,18.58,0.0135
4/26/2012,1390.64,1402.09,1387.28,1399.98,9.34,0.0067
4/27/2012,1400.19,1406.64,1397.31,1403.36,3.17,0.0023
4/30/2012,1403.26,1403.26,1394.00,1397.91,-5.35,-0.0038
5/1/2012,1397.86,1415.32,1395.73,1405.82,7.96,0.0057
5/2/2012,1405.50,1405.50,1393.92,1402.31,-3.19,-0.0023
5/3/2012,1402.32,1403.07,1388.71,1391.57,-10.75,-0.0077
5/4/2012,1391.51,1391.51,1367.96,1369.10,-22.41,-0.0161
5/7/2012,1368.79,1373.91,1363.94,1369.58,0.79,0.0006
5/8/2012,1369.16,1369.16,1347.75,1363.72,-5.44,-0.0040
5/9/2012,1363.20,1363.73,1343.13,1354.58,-8.62,-0.0063
5/10/2012,1354.58,1365.88,1354.58,1357.99,3.41,0.0025
5/11/2012,1358.11,1365.66,1348.89,1353.39,-4.72,-0.0035
5/14/2012,1351.93,1351.93,1336.61,1338.35,-13.58,-0.0100
5/15/2012,1338.36,1344.94,1328.41,1330.66,-7.70,-0.0058
5/16/2012,1330.78,1341.78,1324.79,1324.80,-5.98,-0.0045
5/17/2012,1324.82,1326.36,1304.86,1304.86,-19.96,-0.0151
5/18/2012,1305.05,1312.24,1291.98,1295.22,-9.83,-0.0075
5/21/2012,1295.73,1316.39,1295.73,1315.99,20.26,0.0156
5/22/2012,1316.09,1328.49,1310.04,1316.63,0.54,0.0004
5/23/2012,1316.02,1320.71,1296.53,1318.86,2.84,0.0022
5/24/2012,1318.72,1324.14,1310.50,1320.68,1.96,0.0015
5/25/2012,1320.81,1324.20,1314.23,1317.82,-2.99,-0.0023
5/29/2012,1318.90,1334.93,1318.90,1332.42,13.52,0.0103
5/30/2012,1331.25,1331.25,1310.76,1313.32,-17.93,-0.0135
5/31/2012,1313.09,1319.74,1298.90,1310.33,-2.76,-0.0021
6/1/2012,1309.87,1309.87,1277.25,1278.04,-31.83,-0.0243
6/4/2012,1278.29,1282.55,1266.74,1278.18,-0.11,-0.0001
6/5/2012,1277.82,1287.62,1274.16,1285.50,7.68,0.0060
6/6/2012,1285.61,1315.13,1285.61,1315.13,29.52,0.0230
6/7/2012,1316.15,1329.05,1312.68,1314.99,-1.16,-0.0009
6/8/2012,1314.99,1325.81,1307.77,1325.66,10.67,0.0081
6/11/2012,1325.72,1335.52,1307.73,1308.93,-16.79,-0.0127
6/12/2012,1309.40,1324.31,1306.62,1324.18,14.78,0.0113
6/13/2012,1324.02,1327.28,1310.51,1314.88,-9.14,-0.0069
6/14/2012,1314.88,1333.68,1314.14,1329.10,14.22,0.0108
6/15/2012,1329.19,1343.32,1329.19,1342.84,13.65,0.0103
6/18/2012,1342.42,1348.22,1334.46,1344.78,2.36,0.0018
6/19/2012,1344.83,1363.46,1344.83,1357.98,13.15,0.0098
6/20/2012,1358.04,1361.57,1346.45,1355.69,-2.35,-0.0017
6/21/2012,1355.43,1358.27,1324.41,1325.51,-29.92,-0.0221
6/22/2012,1325.92,1337.82,1325.92,1335.02,9.10,0.0069
6/25/2012,1334.90,1334.90,1309.27,1313.72,-21.18,-0.0159
6/26/2012,1314.09,1324.24,1310.30,1319.99,5.90,0.0045
6/27/2012,1320.71,1334.40,1320.71,1331.85,11.14,0.0084
6/28/2012,1331.52,1331.52,1313.29,1329.04,-2.48,-0.0019
6/29/2012,1330.12,1362.17,1330.12,1362.16,32.04,0.0241
7/2/2012,1362.33,1366.35,1355.70,1365.51,3.18,0.0023
7/3/2012,1365.75,1374.81,1363.53,1374.02,8.27,0.0061
7/5/2012,1373.72,1373.85,1363.02,1367.58,-6.14,-0.0045
7/6/2012,1367.09,1367.09,1348.03,1354.68,-12.41,-0.0091
7/9/2012,1354.66,1354.87,1346.65,1352.46,-2.20,-0.0016
7/10/2012,1352.96,1361.54,1336.27,1341.47,-11.49,-0.0085
7/11/2012,1341.40,1345.00,1333.25,1341.45,0.05,0.0000
7/12/2012,1341.29,1341.29,1325.41,1334.76,-6.53,-0.0049
7/13/2012,1334.81,1357.70,1334.81,1356.78,21.97,0.0165
7/16/2012,1356.50,1357.26,1348.51,1353.64,-2.86,-0.0021
7/17/2012,1353.68,1365.36,1345.07,1363.67,9.99,0.0074
7/18/2012,1363.58,1375.26,1358.96,1372.78,9.20,0.0067
7/19/2012,1373.01,1380.39,1371.21,1376.51,3.50,0.0025
7/20/2012,1376.51,1376.51,1362.19,1362.66,-13.85,-0.0101
